precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété de la commune,16229
,propriété privée,16232
,propriété du département,16228
,propriété de la commune,16234
,propriété privée,16365
,propriété privée,16235
,propriété privée,16236
,propriété de la commune,16237
,propriété privée,16238
,propriété de la commune,16239
,propriété d'un établissement public,16245
,propriété de la commune,16243
,propriété privée,16244
,propriété privée,16246
,propriété de l'Etat,43203
,propriété de la commune,16242
,propriété de la commune,16241
,propriété de la commune,43240
propriété du ministère chargé de l'équipement : cad. DK 918,propriété de l'Etat ; propriété de la commune,16240
,propriété de la commune,16247
,propriété de la commune,16248
,propriété de la commune,16250
,propriété de la commune,16249
propriété de l'association de l'Espagne républicaine - MER 82,propriété d'une association,43226
,propriété privée,16251
,propriété de l'Etat,16252
,propriété de l'Etat,16287
,propriété de la commune,16254
propriété de l'association cultuelle Montauban-Carmes de l'église réformée de France,propriété d'une association cultuelle,16288
,propriété privée,16360
propriété de la commune : Sol de la place,propriété de la commune,16286
,propriété du département,43213
,propriété privée,16257
,propriété de la commune,16255
,propriété de la commune,43211
,propriété privée,16259
,propriété de la commune,43212
,propriété de la commune,16253
,propriété privée,16260
,propriété privée,16269
,propriété privée,16270
,propriété privée,16271
,propriété privée,16272
,propriété privée,16273
copropriété,propriété privée,16274
,propriété privée,16275
,propriété privée,16276
,propriété privée,16277
,propriété privée,16261
,propriété privée,16278
,propriété privée,16279
,propriété privée,16280
,propriété privée,16281
,propriété privée,16282
,propriété privée,16283
,propriété privée,16284
,propriété privée,16262
,propriété privée,16263
,propriété privée,16264
,propriété privée,16265
,propriété privée,16266
,propriété privée,16267
,propriété privée,16268
,propriété privée,43220
,propriété privée,16256
copropriété,propriété privée,16285
,propriété de la commune,16258
,propriété privée,16290
,propriété de la commune,16289
propriété de la commune : collégiale ; non précisé : maisons,propriété de la commune,16291
,propriété de la commune,16292
,propriété privée,16295
copropriété,propriété privée,16296
,propriété de la commune,16294
,propriété de la commune,16293
,propriété privée,16297
,propriété de la commune,16298
,propriété de la commune,16361
,propriété de la commune,43208
,propriété de la commune,16364
,propriété privée,43239
,propriété de la commune,16299
,propriété privée,16300
SCI de Cornusson,propriété d'une société privée,43231
,propriété de la commune,16301
propriété d'une personne privée : cad. C 236; 237,propriété d'une société privée ; propriété privée,16302
,propriété privée,16303
,propriété de la commune,16368
,propriété privée,43225
,propriété de la commune,16304
,propriété d'une société privée,16305
,propriété de la commune,16306
,propriété de la commune,16307
,propriété privée,16308
,propriété privée,16309
,propriété privée,16310
SA Château de Granès,propriété d'une société privée,43230
,propriété privée,43210
,propriété privée,16311
,propriété de la commune,16312
,propriété de la commune,16313
,propriété privée,16314
,propriété de la commune,16315
,propriété de la commune,16316
,propriété privée,43243
,propriété privée,16317
,propriété de la commune,16319
,propriété de la commune,16321
,propriété privée,16322
,propriété privée,16323
,propriété privée,16320
,propriété privée,16328
,propriété de la commune,16327
,propriété privée,16324
copropriété,propriété privée,16370
,propriété privée,16326
,propriété privée,43236
,propriété privée,43237
,propriété de la commune,16318
,propriété privée,16325
,propriété de la commune,16329
,propriété de la commune,16330
,propriété privée,16331
,propriété privée,43204
,propriété de la commune,16332
,propriété de la commune,16333
,propriété de la commune,16334
,propriété de la commune,43242
,propriété de la commune,16335
,propriété de la commune,16336
,propriété de la commune,16337
,propriété privée,16339
,propriété de la commune,16338
,propriété de la commune,16340
,propriété de la commune,16342
,propriété privée,16341
,propriété privée,43241
,propriété privée,16343
,propriété de la commune,43227
,propriété de la commune,43228
,propriété de la commune,16362
,propriété privée,16344
,propriété privée,16345
,propriété privée,16346
,propriété de la commune,16347
propriété de la commune (AL 1120) ; propriété d'un établissement de la communauté de communes (AL 1130),propriété de la commune ; propriété d'un établissement de la communauté de communes,43244
,propriété de la commune,16349
,propriété privée,16348
,propriété de la commune,16352
,propriété de la commune,43205
,propriété de la commune,16350
,propriété privée,16351
propriété de la SNCF,propriété d'un établissement public de l'Etat,43221
,propriété de la commune,16353
,propriété de la commune,16355
,propriété de la commune,16354
,propriété privée,43229
,propriété privée,43218
,propriété privée,43219
société civile immobilière Château de Villebrumier,propriété d'une société privée,43209
,propriété privée,16357
,propriété de la commune,16356
,propriété d'une société privée,35802
,propriété privée,2824
Propriété de la commune : Chapelle Sainte-Roseline ; Propriété d'une personne privée : Anciens bâtiments conventuels,propriété de la commune ; propriété privée,2825
,propriété d'une société privée,3070
,propriété de la commune,2829
,propriété de la commune,2826
,propriété privée,2827
,propriété de la commune,2828
,propriété de la commune,2830
,propriété de la commune,2831
,propriété de la commune ; propriété privée,2833
,propriété de la commune,3084
,propriété de la commune,2832
,propriété de la commune,2835
,propriété de la commune,2834
,propriété de la commune,43265
,propriété de la commune,2836
,propriété privée,2837
,propriété privée,2838
,propriété de la commune,2839
,propriété de la commune,2840
,propriété privée,43273
,propriété de la commune,2841
,propriété de la commune,2842
,propriété de la commune,2843
,propriété de la commune,2844
,propriété privée,2845
,propriété de l'Etat,2847
,propriété de la commune,2846
,propriété de la commune,2848
,propriété privée,2849
,propriété privée,2850
,propriété privée,2851
