id_festival,decennie_creation_festival,annee_creation_festival,periode_principale_deroulement_festival
644,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1383,De 1980 à 1989,1987,Avant-saison (1er janvier - 20 juin)
1395,De 1980 à 1989,1987,Avant-saison (1er janvier - 20 juin)
2037,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
2503,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
3470,2010 et après,,Avant-saison (1er janvier - 20 juin)
3623,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5566,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
6042,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
6122,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
6760,Avant 1980,,Saison (21 juin - 5 septembre)
1490,2010 et après,2015,Saison (21 juin - 5 septembre)
1150,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
1596,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
1515,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
3055,2010 et après,2014,Saison (21 juin - 5 septembre)
5257,2010 et après,,Saison (21 juin - 5 septembre)
2077,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
4542,2010 et après,2017,Saison (21 juin - 5 septembre)
785,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
54,De 1990 à 1999,30ème,Après-saison (6 septembre - 31 décembre)
1182,De 1980 à 1989,1989,Après-saison (6 septembre - 31 décembre)
518,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
5284,De 1990 à 1999,,Saison (21 juin - 5 septembre)
222,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
719,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
496,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
1661,De 1990 à 1999,28ème,Après-saison (6 septembre - 31 décembre)
2099,2010 et après,,Après-saison (6 septembre - 31 décembre)
1636,De 2000 à 2009,19ème,Après-saison (6 septembre - 31 décembre)
1099,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
5814,De 2000 à 2009,,Saison (21 juin - 5 septembre)
2683,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
3079,2010 et après,2013,Saison (21 juin - 5 septembre)
120,De 2000 à 2009,22ème,Saison (21 juin - 5 septembre)
5944,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
2442,2010 et après,,Avant-saison (1er janvier - 20 juin)
7038,2010 et après,,Après-saison (6 septembre - 31 décembre)
501,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
864,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
3917,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
5253,2010 et après,,Saison (21 juin - 5 septembre)
6496,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
3034,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
4867,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
1219,2010 et après,2010,Saison (21 juin - 5 septembre)
1497,De 2000 à 2009,21ème,Saison (21 juin - 5 septembre)
420,,,Avant-saison (1er janvier - 20 juin)
2999,2010 et après,2017,Saison (21 juin - 5 septembre)
2932,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
5900,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
2004,2010 et après,,Après-saison (6 septembre - 31 décembre)
1943,2010 et après,,Avant-saison (1er janvier - 20 juin)
4543,de 1980 à 1989,1988,Saison (21 juin - 5 septembre)
478,2010 et après,2012,Saison (21 juin - 5 septembre)
1012,2010 et après,2016,Saison (21 juin - 5 septembre)
1111,2010 et après,2012 a eu lieu le premier Coup de théâtre,Après-saison (6 septembre - 31 décembre)
1269,Avant 1980,1960,Avant-saison (1er janvier - 20 juin)
1696,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
1966,De 2000 à 2009,2001,Après-saison (6 septembre - 31 décembre)
2632,2010 et après,,Saison (21 juin - 5 septembre)
3113,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
3445,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
3599,2010 et après,,Après-saison (6 septembre - 31 décembre)
3747,2010 et après,,Saison (21 juin - 5 septembre)
3946,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
4117,2010 et après,2016,Saison (21 juin - 5 septembre)
4663,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
4664,2010 et après,,Avant-saison (1er janvier - 20 juin)
4776,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5017,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
5018,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
5348,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
5632,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
6770,2010 et après,,Avant-saison (1er janvier - 20 juin)
970,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
1611,,,Avant-saison (1er janvier - 20 juin)
2006,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
5019,2010 et après,,Après-saison (6 septembre - 31 décembre)
5699,2010 et après,,Saison (21 juin - 5 septembre)
427,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
1084,2010 et après,,Avant-saison (1er janvier - 20 juin)
3962,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
1525,De 2000 à 2009,22ème,Saison (21 juin - 5 septembre)
2926,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
1499,2010 et après,2010,Saison (21 juin - 5 septembre)
3018,2010 et après,2018,Saison (21 juin - 5 septembre)
3302,2010 et après,,Avant-saison (1er janvier - 20 juin)
3770,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
6384,2010 et après,,Avant-saison (1er janvier - 20 juin)
2966,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
2660,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
4330,2010 et après,,Saison (21 juin - 5 septembre)
5742,De 1990 à 1999,,Saison (21 juin - 5 septembre)
2808,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
623,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
2670,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
3072,Avant 1980,1976,Avant-saison (1er janvier - 20 juin)
4725,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
5582,,,Après-saison (6 septembre - 31 décembre)
4012,2010 et après,2015,Saison (21 juin - 5 septembre)
2549,De 1980 à 1989,,Saison (21 juin - 5 septembre)
7127,2010 et après,,Avant-saison (1er janvier - 20 juin)
4934,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
7106,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
2905,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
592,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
1762,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3020,2010 et après,2014,Saison (21 juin - 5 septembre)
2395,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5460,2010 et après,,Avant-saison (1er janvier - 20 juin)
6654,2010 et après,,Avant-saison (1er janvier - 20 juin)
119,2010 et après,8ème,Après-saison (6 septembre - 31 décembre)
123,De 1990 à 1999,29ème,Saison (21 juin - 5 septembre)
5006,De 2000 à 2009,,Saison (21 juin - 5 septembre)
3383,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
577,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
4057,De 2000 à 2009,,Saison (21 juin - 5 septembre)
6421,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
3226,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
4186,,,Saison (21 juin - 5 septembre)
3233,2010 et après,,Saison (21 juin - 5 septembre)
6689,De 1980 à 1989,,Avant-saison (1er janvier - 20 juin)
1434,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
2449,2010 et après,,Avant-saison (1er janvier - 20 juin)
1650,De 2000 à 2009,22ème,Saison (21 juin - 5 septembre)
33,De 2000 à 2009,,Saison (21 juin - 5 septembre)
77,2010 et après,,Saison (21 juin - 5 septembre)
798,2010 et après,2016,Saison (21 juin - 5 septembre)
3571,2010 et après,,Saison (21 juin - 5 septembre)
3722,2010 et après,,Avant-saison (1er janvier - 20 juin)
4283,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
3725,De 2000 à 2009,,Saison (21 juin - 5 septembre)
1140,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
1998,2010 et après,,Saison (21 juin - 5 septembre)
7052,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
656,Avant 1980,1977,Après-saison (6 septembre - 31 décembre)
3094,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
4857,De 1990 à 1999,1995,Saison (21 juin - 5 septembre)
5512,2010 et après,,Après-saison (6 septembre - 31 décembre)
5513,2010 et après,,Saison (21 juin - 5 septembre)
6708,De 1990 à 1999,,Saison (21 juin - 5 septembre)
4470,2010 et après,2018,Saison (21 juin - 5 septembre)
2803,2010 et après,2016,Saison (21 juin - 5 septembre)
1171,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
5380,Avant 1980,1977,Saison (21 juin - 5 septembre)
2990,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
708,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
4149,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
451,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
1790,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
4343,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
6398,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
5064,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
1618,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
5230,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
1429,2010 et après,2013,Saison (21 juin - 5 septembre)
5955,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
6218,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
236,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
2239,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
130,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
591,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
669,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
789,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
950,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
979,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
980,2010 et après,2013,Saison (21 juin - 5 septembre)
1322,2010 et après,2019,Saison (21 juin - 5 septembre)
2376,2010 et après,2019,Saison (21 juin - 5 septembre)
3175,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
4007,2010 et après,2017,Saison (21 juin - 5 septembre)
4009,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
4010,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
4775,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
6803,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
291,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
3669,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
2844,2010 et après,2019,Saison (21 juin - 5 septembre)
5269,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
253,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
4434,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
1187,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
3030,2010 et après,2011,Saison (21 juin - 5 septembre)
4423,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
243,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
344,de 1980 à 1989,1983,Après-saison (6 septembre - 31 décembre)
498,2010 et après,2021,Saison (21 juin - 5 septembre)
578,2010 et après,2019,Saison (21 juin - 5 septembre)
726,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
847,2010 et après,2010,Saison (21 juin - 5 septembre)
1046,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1133,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1237,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
1272,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1353,2010 et après,2010,Saison (21 juin - 5 septembre)
1431,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1517,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
1674,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
2290,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
3399,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
4064,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
4065,2010 et après,2013,Saison (21 juin - 5 septembre)
4443,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
820,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
2438,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
1902,2010 et après,2010,Saison (21 juin - 5 septembre)
6311,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
4619,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4262,2010 et après,2020,Saison (21 juin - 5 septembre)
1105,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
503,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
7054,De 1990 à 1999,1992,Avant-saison (1er janvier - 20 juin)
2240,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
4197,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
990,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
6121,De 2000 à 2009,01/01/2004 00:00,Avant-saison (1er janvier - 20 juin)
6202,De 1980 à 1989,1983,Saison (21 juin - 5 septembre)
6805,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
3145,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
4999,De 2000 à 2009,01/01/2006 00:00,Saison (21 juin - 5 septembre)
5745,2010 et après,2014,Saison (21 juin - 5 septembre)
3151,2010 et après,2015,Saison (21 juin - 5 septembre)
3998,2010 et après,2012,Saison (21 juin - 5 septembre)
6795,,,
1401,2010 et après,2018,Saison (21 juin - 5 septembre)
3789,2010 et après,2012,Saison (21 juin - 5 septembre)
4522,2010 et après,2011,Saison (21 juin - 5 septembre)
4729,,,Avant-saison (1er janvier - 20 juin)
6094,,,Après-saison (6 septembre - 31 décembre)
6591,Avant 1980,1968,Saison (21 juin - 5 septembre)
3179,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
3430,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
3183,,,Après-saison (6 septembre - 31 décembre)
5101,,,Saison (21 juin - 5 septembre)
5618,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
4023,,,Avant-saison (1er janvier - 20 juin)
5793,,,Avant-saison (1er janvier - 20 juin)
650,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
1129,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
4785,2010 et après,2018,Saison (21 juin - 5 septembre)
6824,,,Après-saison (6 septembre - 31 décembre)
2910,De 1990 à 1999,01/01/1996 00:00,Avant-saison (1er janvier - 20 juin)
5770,2010 et après,01/01/2017 00:00,Avant-saison (1er janvier - 20 juin)
3772,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
283,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
4233,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
4402,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
4796,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
6657,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
1100,,,Avant-saison (1er janvier - 20 juin)
224,,,Saison (21 juin - 5 septembre)
5308,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
4601,2010 et après,2016,Saison (21 juin - 5 septembre)
6476,2010 et après,2014,Saison (21 juin - 5 septembre)
2294,,,Après-saison (6 septembre - 31 décembre)
3717,,,Saison (21 juin - 5 septembre)
5169,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
5866,2010 et après,2015,Saison (21 juin - 5 septembre)
1929,2010 et après,2013,Saison (21 juin - 5 septembre)
2469,2010 et après,2012,Saison (21 juin - 5 septembre)
3882,,,Saison (21 juin - 5 septembre)
5951,2010 et après,01/01/2010 00:00,Saison (21 juin - 5 septembre)
586,,,Avant-saison (1er janvier - 20 juin)
3750,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
5726,,,Après-saison (6 septembre - 31 décembre)
4138,,,Saison (21 juin - 5 septembre)
2836,2010 et après,2014,Saison (21 juin - 5 septembre)
6602,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
6956,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
4714,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
2838,De 2000 à 2009,01/01/2004 00:00,Avant-saison (1er janvier - 20 juin)
4535,,,Après-saison (6 septembre - 31 décembre)
6954,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
3345,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3935,2010 et après,01/01/2011 00:00,Après-saison (6 septembre - 31 décembre)
5445,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
5886,2010 et après,01/01/2011 00:00,Après-saison (6 septembre - 31 décembre)
1888,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
1983,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
2556,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
3349,,,Avant-saison (1er janvier - 20 juin)
2885,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
6981,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
983,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
6004,De 1990 à 1999,01/01/1996 00:00,Après-saison (6 septembre - 31 décembre)
4885,De 2000 à 2009,01/01/2002 00:00,Après-saison (6 septembre - 31 décembre)
792,De 1980 à 1989,1988,Après-saison (6 septembre - 31 décembre)
1887,2010 et après,01/01/2012 00:00,Après-saison (6 septembre - 31 décembre)
7078,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
1871,De 2000 à 2009,01/01/2004 00:00,Après-saison (6 septembre - 31 décembre)
3258,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
6527,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
2834,De 1990 à 1999,01/01/1996 00:00,Avant-saison (1er janvier - 20 juin)
4871,,,Après-saison (6 septembre - 31 décembre)
5360,,,Après-saison (6 septembre - 31 décembre)
5874,De 2000 à 2009,01/01/2004 00:00,Avant-saison (1er janvier - 20 juin)
7083,De 2000 à 2009,01/01/2002 00:00,Avant-saison (1er janvier - 20 juin)
5960,De 2000 à 2009,01/01/2005 00:00,Avant-saison (1er janvier - 20 juin)
6003,2010 et après,01/01/2015 00:00,Après-saison (6 septembre - 31 décembre)
6899,2010 et après,2017,Saison (21 juin - 5 septembre)
6172,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2623,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
3439,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
4498,2010 et après,2010,Saison (21 juin - 5 septembre)
4697,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
5556,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
5725,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
3463,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
2033,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
4704,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
6756,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
3300,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
4651,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
4143,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
5475,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3822,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
4216,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
4567,Avant 1980,1971,Avant-saison (1er janvier - 20 juin)
6086,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
6640,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
4024,De 1980 à 1989,1985,Après-saison (6 septembre - 31 décembre)
3826,2010 et après,2010,Saison (21 juin - 5 septembre)
1834,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
2103,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
2400,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
2572,2010 et après,2015,Saison (21 juin - 5 septembre)
3003,De 1990 à 1999,1995,Saison (21 juin - 5 septembre)
3086,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
3684,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
3685,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
4039,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
4795,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
5773,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
6006,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
6656,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
6828,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
6829,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6830,De 1990 à 1999,1991,Avant-saison (1er janvier - 20 juin)
7001,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
6467,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
2580,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
3216,De 1980 à 1989,1987,Saison (21 juin - 5 septembre)
4807,2010 et après,2016,Saison (21 juin - 5 septembre)
4808,2010 et après,2011,Saison (21 juin - 5 septembre)
5313,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
7040,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
6695,De 1980 à 1989,1988,Saison (21 juin - 5 septembre)
2305,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
6329,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
2147,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
2466,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
2759,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
2923,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
2155,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
1463,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
1521,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
3589,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
878,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
879,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
5539,De 1990 à 1999,1992,Avant-saison (1er janvier - 20 juin)
938,De 1980 à 1989,1980,Après-saison (6 septembre - 31 décembre)
969,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1083,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
1145,De 1990 à 1999,1994,Après-saison (6 septembre - 31 décembre)
1238,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
1285,De 1990 à 1999,1992,Avant-saison (1er janvier - 20 juin)
1502,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
1564,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
1687,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
2322,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
2986,2010 et après,2018,Saison (21 juin - 5 septembre)
3592,Avant 1980,1978,Avant-saison (1er janvier - 20 juin)
3593,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
4297,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6357,2010 et après,2012,Saison (21 juin - 5 septembre)
6359,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
6730,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1471,De 2000 à 2009,2010,Avant-saison (1er janvier - 20 juin)
3958,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
1481,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
1641,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
3494,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
1690,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
71,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
590,2010 et après,2010,Saison (21 juin - 5 septembre)
3894,2010 et après,,Saison (21 juin - 5 septembre)
98,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
5108,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
57,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2273,De 1990 à 1999,2016,Avant-saison (1er janvier - 20 juin)
6131,2010 et après,2018,Saison (21 juin - 5 septembre)
188,2010 et après,2013,Saison (21 juin - 5 septembre)
1638,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
1190,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
226,De 1980 à 1989,1984,Saison (21 juin - 5 septembre)
2751,De 1990 à 1999,1990,Après-saison (6 septembre - 31 décembre)
245,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
7132,2010 et après,2015,Saison (21 juin - 5 septembre)
4640,2010 et après,2016,Saison (21 juin - 5 septembre)
6373,De 1990 à 1999,01/01/1998 00:00,Saison (21 juin - 5 septembre)
6197,2010 et après,,Saison (21 juin - 5 septembre)
4945,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
411,De 1990 à 1999,1997,Après-saison (6 septembre - 31 décembre)
733,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
1784,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
2161,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
2162,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
2163,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
2320,2010 et après,,Avant-saison (1er janvier - 20 juin)
3109,2010 et après,2022,Après-saison (6 septembre - 31 décembre)
3274,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
3938,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
5014,,,Avant-saison (1er janvier - 20 juin)
5192,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
5367,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
4484,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
6554,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
3762,,,Saison (21 juin - 5 septembre)
367,De 1990 à 1999,1990,Avant-saison (1er janvier - 20 juin)
1872,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
1873,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
2794,Avant 1980,1961,Avant-saison (1er janvier - 20 juin)
3898,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3932,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
4145,Avant 1980,1974,Après-saison (6 septembre - 31 décembre)
4881,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
4972,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
6070,2010 et après,,Avant-saison (1er janvier - 20 juin)
6109,De 1980 à 1989,,Avant-saison (1er janvier - 20 juin)
349,2010 et après,2018,Saison (21 juin - 5 septembre)
5730,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6381,Avant 1980,,Avant-saison (1er janvier - 20 juin)
