id_festival,decennie_creation_festival,annee_creation_festival,periode_principale_deroulement_festival
271,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
385,De 2000 à 2009,2006,Avant-saison (1er janvier - 20 juin)
1310,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
2893,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3298,,,Avant-saison (1er janvier - 20 juin)
5045,,,Avant-saison (1er janvier - 20 juin)
5564,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
1817,Avant 1980,1971,Saison (21 juin - 5 septembre)
4339,Avant 1980,,Saison (21 juin - 5 septembre)
6394,Avant 1980,1971,Saison (21 juin - 5 septembre)
2204,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
893,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
64,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
647,,,Après-saison (6 septembre - 31 décembre)
1091,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
4351,,,Avant-saison (1er janvier - 20 juin)
2238,2010 et après,2013,Saison (21 juin - 5 septembre)
4933,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
1408,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
3992,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
3170,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
1960,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
2810,,,Saison (21 juin - 5 septembre)
2245,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
5263,De 2000 à 2009,,Saison (21 juin - 5 septembre)
6812,2010 et après,2017,Saison (21 juin - 5 septembre)
1575,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
3849,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
598,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
3223,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
846,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
5481,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
5827,,,Saison (21 juin - 5 septembre)
3242,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
7050,De 2000 à 2009,,Saison (21 juin - 5 septembre)
1138,2010 et après,,Saison (21 juin - 5 septembre)
439,De 1980 à 1989,1986,Saison (21 juin - 5 septembre)
6163,De 1990 à 1999,,Saison (21 juin - 5 septembre)
6533,,,Saison (21 juin - 5 septembre)
3448,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
5714,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
308,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
75,2010 et après,,Après-saison (6 septembre - 31 décembre)
5731,De 1990 à 1999,1993,Saison (21 juin - 5 septembre)
113,De 2000 à 2009,,Saison (21 juin - 5 septembre)
7095,2010 et après,2015,Saison (21 juin - 5 septembre)
5757,,,Après-saison (6 septembre - 31 décembre)
3171,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
6424,,,Saison (21 juin - 5 septembre)
4074,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
327,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
342,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
2094,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2256,2010 et après,,Après-saison (6 septembre - 31 décembre)
2916,2010 et après,2015,Saison (21 juin - 5 septembre)
3355,,,Saison (21 juin - 5 septembre)
4028,,,Saison (21 juin - 5 septembre)
4571,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
5282,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
5453,,,Avant-saison (1er janvier - 20 juin)
6075,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
6444,De 1990 à 1999,1991,Après-saison (6 septembre - 31 décembre)
6817,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
4224,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5648,2010 et après,,Saison (21 juin - 5 septembre)
5490,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
5834,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
2137,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
5337,2010 et après,2016,Saison (21 juin - 5 septembre)
2477,2010 et après,,Après-saison (6 septembre - 31 décembre)
3429,De 2000 à 2009,,Saison (21 juin - 5 septembre)
2771,,,Après-saison (6 septembre - 31 décembre)
6001,2010 et après,,Avant-saison (1er janvier - 20 juin)
1981,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
6614,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
81,2010 et après,2016,Saison (21 juin - 5 septembre)
86,2010 et après,,Saison (21 juin - 5 septembre)
2330,2010 et après,2010,Saison (21 juin - 5 septembre)
3119,De 1980 à 1989,1983,Avant-saison (1er janvier - 20 juin)
1466,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
5547,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
6092,2010 et après,2017,Saison (21 juin - 5 septembre)
6912,2010 et après,,Après-saison (6 septembre - 31 décembre)
155,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1029,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
1147,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
3955,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
3611,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
4135,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
5383,2010 et après,2015,Saison (21 juin - 5 septembre)
6191,De 1990 à 1999,,Après-saison (6 septembre - 31 décembre)
307,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
2186,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
4317,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
4501,De 1990 à 1999,,Saison (21 juin - 5 septembre)
289,De 1990 à 1999,,Saison (21 juin - 5 septembre)
5043,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4549,2010 et après,2010,Saison (21 juin - 5 septembre)
2191,2010 et après,2019,Saison (21 juin - 5 septembre)
3767,De 2000 à 2009,,Saison (21 juin - 5 septembre)
3335,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
3136,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
3974,Avant 1980,1977,Saison (21 juin - 5 septembre)
4702,2010 et après,2018,Saison (21 juin - 5 septembre)
4703,2010 et après,,Saison (21 juin - 5 septembre)
341,De 1990 à 1999,,Saison (21 juin - 5 septembre)
4335,2010 et après,,Saison (21 juin - 5 septembre)
5055,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
1447,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
2203,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
3778,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
6580,2010 et après,2020,Saison (21 juin - 5 septembre)
2370,,,Après-saison (6 septembre - 31 décembre)
275,de 1990 à 1999,1997,Saison (21 juin - 5 septembre)
3329,2010 et après,,Saison (21 juin - 5 septembre)
5595,2010 et après,2011,Saison (21 juin - 5 septembre)
6069,2010 et après,2015,Saison (21 juin - 5 septembre)
783,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
2209,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1120,De 1980 à 1989,1982,Saison (21 juin - 5 septembre)
3487,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
3988,,,Saison (21 juin - 5 septembre)
4525,2010 et après,,Saison (21 juin - 5 septembre)
4732,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
5069,2010 et après,2018,Saison (21 juin - 5 septembre)
5587,,,Saison (21 juin - 5 septembre)
6224,2010 et après,2010,Saison (21 juin - 5 septembre)
2073,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
5428,2010 et après,,Saison (21 juin - 5 septembre)
6606,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
6796,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
1156,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
114,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
901,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
2676,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
3324,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
5905,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
18,2010 et après,2010,Saison (21 juin - 5 septembre)
65,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
109,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
210,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
2530,2010 et après,2015,Saison (21 juin - 5 septembre)
3491,De 1980 à 1989,1985,Après-saison (6 septembre - 31 décembre)
4532,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
4740,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
5590,2010 et après,2021,Saison (21 juin - 5 septembre)
5762,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
6789,2010 et après,2016,Saison (21 juin - 5 septembre)
6790,2010 et après,,Après-saison (6 septembre - 31 décembre)
4011,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
184,2010 et après,2016,Saison (21 juin - 5 septembre)
5163,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
6961,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
4214,De 1990 à 1999,,Saison (21 juin - 5 septembre)
954,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
2567,2010 et après,,Avant-saison (1er janvier - 20 juin)
7137,2010 et après,2000,Saison (21 juin - 5 septembre)
106,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
547,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
3512,De 2000 à 2009,,Saison (21 juin - 5 septembre)
6820,2010 et après,2014,Saison (21 juin - 5 septembre)
4539,2010 et après,,Avant-saison (1er janvier - 20 juin)
6996,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
2404,2010 et après,,Saison (21 juin - 5 septembre)
5296,Avant 1980,1970,Saison (21 juin - 5 septembre)
5808,2010 et après,2002,Saison (21 juin - 5 septembre)
6464,De 1990 à 1999,1995,Saison (21 juin - 5 septembre)
3855,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
5434,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
497,2010 et après,2010,Saison (21 juin - 5 septembre)
3176,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
3502,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
425,De 1980 à 1989,1986,Saison (21 juin - 5 septembre)
4819,,,Saison (21 juin - 5 septembre)
5822,De 2000 à 2009,,Saison (21 juin - 5 septembre)
6851,De 1980 à 1989,1985,Saison (21 juin - 5 septembre)
4759,2010 et après,,Après-saison (6 septembre - 31 décembre)
6968,2010 et après,2020,
3398,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
5825,2010 et après,,Avant-saison (1er janvier - 20 juin)
4554,2010 et après,2011,Saison (21 juin - 5 septembre)
6684,2010 et après,,Saison (21 juin - 5 septembre)
2129,2010 et après,2010,Saison (21 juin - 5 septembre)
3869,2010 et après,,Saison (21 juin - 5 septembre)
6495,2010 et après,,Après-saison (6 septembre - 31 décembre)
51,2010 et après,,Saison (21 juin - 5 septembre)
6696,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
7045,2010 et après,,Saison (21 juin - 5 septembre)
2606,2010 et après,,Avant-saison (1er janvier - 20 juin)
3719,2010 et après,2017,Saison (21 juin - 5 septembre)
3876,De 1980 à 1989,1980,Saison (21 juin - 5 septembre)
3999,2010 et après,2010,Saison (21 juin - 5 septembre)
4264,2010 et après,,Saison (21 juin - 5 septembre)
4843,2010 et après,2011,Saison (21 juin - 5 septembre)
5856,De 1980 à 1989,1981,Saison (21 juin - 5 septembre)
6325,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
138,2010 et après,2021,Après-saison (6 septembre - 31 décembre)
1642,2010 et après,2013,Saison (21 juin - 5 septembre)
1772,2010 et après,2019,Saison (21 juin - 5 septembre)
2289,Avant 1980,1874,Saison (21 juin - 5 septembre)
2453,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3414,De 1990 à 1999,2003,Après-saison (6 septembre - 31 décembre)
3566,2010 et après,,Saison (21 juin - 5 septembre)
5858,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
7079,De 1990 à 1999,,Saison (21 juin - 5 septembre)
2140,2010 et après,,Après-saison (6 septembre - 31 décembre)
2455,2010 et après,2015,Saison (21 juin - 5 septembre)
4148,2010 et après,,Saison (21 juin - 5 septembre)
257,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
1536,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
6331,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
999,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
2075,De 1980 à 1989,,Saison (21 juin - 5 septembre)
2937,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
3167,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
3800,2010 et après,2017,
5600,2010 et après,,Saison (21 juin - 5 septembre)
5172,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
99,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
4274,,,Saison (21 juin - 5 septembre)
1243,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
5863,2010 et après,,Saison (21 juin - 5 septembre)
5091,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
25,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
212,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
214,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
410,2010 et après,,Après-saison (6 septembre - 31 décembre)
675,Avant 1980,1951,Saison (21 juin - 5 septembre)
694,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
1246,2010 et après,2011,Saison (21 juin - 5 septembre)
1549,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
1798,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
1906,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
2309,2010 et après,,Après-saison (6 septembre - 31 décembre)
2760,2010 et après,,Saison (21 juin - 5 septembre)
2761,2010 et après,,Après-saison (6 septembre - 31 décembre)
3423,2010 et après,,Saison (21 juin - 5 septembre)
3729,2010 et après,,Saison (21 juin - 5 septembre)
4095,De 1990 à 1999,1991,Après-saison (6 septembre - 31 décembre)
4096,2010 et après,2020,Après-saison (6 septembre - 31 décembre)
4642,2010 et après,,Avant-saison (1er janvier - 20 juin)
5867,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
5926,2010 et après,2017,Saison (21 juin - 5 septembre)
6339,2010 et après,,Après-saison (6 septembre - 31 décembre)
6886,2010 et après,,Saison (21 juin - 5 septembre)
6887,2010 et après,2010,
6888,Avant 1980,1961,Après-saison (6 septembre - 31 décembre)
7183,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
696,De 1980 à 1989,,Après-saison (6 septembre - 31 décembre)
1405,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
6889,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
2764,2010 et après,,Saison (21 juin - 5 septembre)
296,de 2000 à 2009,2009,Saison (21 juin - 5 septembre)
2078,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
3168,2010 et après,,Avant-saison (1er janvier - 20 juin)
4371,2010 et après,,Avant-saison (1er janvier - 20 juin)
5082,2010 et après,2010,Saison (21 juin - 5 septembre)
6609,2010 et après,,Après-saison (6 septembre - 31 décembre)
4874,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
26,2010 et après,2010,Saison (21 juin - 5 septembre)
4656,De 1980 à 1989,,Saison (21 juin - 5 septembre)
6479,2010 et après,2017,Saison (21 juin - 5 septembre)
6852,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
1627,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1731,De 2000 à 2009,2000,Saison (21 juin - 5 septembre)
6046,2010 et après,2019,Saison (21 juin - 5 septembre)
471,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
5994,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
5923,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
6535,2010 et après,,Saison (21 juin - 5 septembre)
356,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
507,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
1897,2010 et après,2015,Saison (21 juin - 5 septembre)
2007,De 1980 à 1989,,Saison (21 juin - 5 septembre)
2484,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
2485,2010 et après,,Avant-saison (1er janvier - 20 juin)
6540,,,Après-saison (6 septembre - 31 décembre)
561,Avant 1980,1966,Saison (21 juin - 5 septembre)
660,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
661,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
831,2010 et après,2013,Saison (21 juin - 5 septembre)
1114,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1249,Avant 1980,1978,Avant-saison (1er janvier - 20 juin)
1282,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
1336,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
1375,Avant 1980,1947,Saison (21 juin - 5 septembre)
1400,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
1472,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
1524,Avant 1980,1967,Saison (21 juin - 5 septembre)
1688,Avant 1980,1966,Après-saison (6 septembre - 31 décembre)
1708,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1709,2010 et après,2010,Saison (21 juin - 5 septembre)
1769,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
2012,,,Saison (21 juin - 5 septembre)
2013,De 1990 à 1999,1993,Après-saison (6 septembre - 31 décembre)
2172,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
2328,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
2487,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
2637,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
2792,2010 et après,2016,Saison (21 juin - 5 septembre)
3118,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
3452,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
3602,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
3920,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
4303,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
4304,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4485,2010 et après,2014,Saison (21 juin - 5 septembre)
4486,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
4487,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
4488,Avant 1980,1966,Saison (21 juin - 5 septembre)
4678,2010 et après,2014,Saison (21 juin - 5 septembre)
5025,,,Avant-saison (1er janvier - 20 juin)
5200,,,Avant-saison (1er janvier - 20 juin)
5201,De 1980 à 1989,1983,Saison (21 juin - 5 septembre)
5202,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
5544,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
5545,2010 et après,,Saison (21 juin - 5 septembre)
5705,De 2000 à 2009,,
6217,De 1990 à 1999,,Saison (21 juin - 5 septembre)
6364,2010 et après,,Après-saison (6 septembre - 31 décembre)
6737,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
6738,De 1980 à 1989,,Saison (21 juin - 5 septembre)
6909,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
5432,De 1980 à 1989,,Saison (21 juin - 5 septembre)
642,De 2000 à 2009,2003,Avant-saison (1er janvier - 20 juin)
2176,2010 et après,2015,Saison (21 juin - 5 septembre)
3963,2010 et après,,Saison (21 juin - 5 septembre)
